id,pred
6585,0.6201969385147095
8239,0.6960816383361816
10317,0.8594032526016235
3711,1.1282877922058105
6521,0.6629729866981506
6949,1.164292812347412
2981,0.6984934210777283
6197,0.8300200700759888
7367,0.8194336891174316
3663,0.6328150629997253
7805,1.0973083972930908
8498,0.6545565128326416
14236,0.877615213394165
10817,0.6960816383361816
11304,0.9269056916236877
5565,0.8194336891174316
3685,0.696845531463623
7233,0.6545565128326416
12736,1.04726243019104
1185,0.8487126231193542
2428,0.8934161067008972
1776,0.9536586999893188
14627,0.8214786052703857
14780,1.0047061443328857
10236,0.8650269508361816
7181,1.029374599456787
1740,0.7913569211959839
4292,0.7978644371032715
6090,1.029374599456787
13500,0.7083874344825745
8642,0.8641863465309143
3329,0.8470640778541565
59,0.9392814040184021
8385,0.7966341972351074
7003,0.9719547033309937
5520,0.7247815132141113
5153,0.8728879690170288
12170,1.18827223777771
8563,0.7741814851760864
10685,0.981529712677002
7522,1.2790924310684204
12444,1.029374599456787
595,0.620147705078125
10162,1.0491946935653687
10478,0.6655449867248535
3503,1.0302937030792236
13883,1.0087913274765015
7235,1.1402802467346191
2173,0.5912829041481018
8999,0.7002224922180176
5466,1.0512096881866455
5274,0.9298161268234253
12980,0.7785533666610718
2119,1.005422830581665
10554,1.0187374353408813
883,0.8337522745132446
2451,0.8411636352539062
13550,1.0789766311645508
13080,0.9533911347389221
13578,0.7771597504615784
10033,0.6963521242141724
13234,1.0480237007141113
8858,0.9892795085906982
10885,1.1682238578796387
1585,0.7179318070411682
532,0.9331680536270142
12172,0.9964797496795654
13425,0.9811992049217224
9704,0.673926591873169
3406,0.7316024899482727
12610,0.7324649691581726
4721,0.8962886333465576
10156,1.0539300441741943
8474,0.8309124708175659
10165,0.6161990165710449
15079,0.820048451423645
12649,1.243720293045044
7935,0.8951784372329712
3115,0.8188260197639465
10232,1.0411312580108643
14182,0.8287110328674316
2348,0.8927755355834961
2506,0.6293366551399231
13219,0.833838164806366
5495,0.9949836730957031
9893,0.6463444232940674
12892,0.8711482882499695
9539,1.064833402633667
6191,1.064833402633667
14296,0.8290957808494568
15086,0.5690526366233826
1645,0.869288444519043
6683,0.5955077409744263
